"FIPS","County","State","Country","Date","Lat","Long","Confirmed","Deaths","Recovered","Active","Combined_Key"
"12051","Hendry","Florida","US","2020-01-22","26.55386945","-81.16469006","NA","NA","NA","NA","Hendry, Florida, US"
"12051","Hendry","Florida","US","2020-01-23","26.55386945","-81.16469006","NA","NA","NA","NA","Hendry, Florida, US"
"12051","Hendry","Florida","US","2020-01-24","26.55386945","-81.16469006","NA","NA","NA","NA","Hendry, Florida, US"
"12051","Hendry","Florida","US","2020-01-25","26.55386945","-81.16469006","NA","NA","NA","NA","Hendry, Florida, US"
"12051","Hendry","Florida","US","2020-01-26","26.55386945","-81.16469006","NA","NA","NA","NA","Hendry, Florida, US"
"12051","Hendry","Florida","US","2020-01-27","26.55386945","-81.16469006","NA","NA","NA","NA","Hendry, Florida, US"
"12051","Hendry","Florida","US","2020-01-28","26.55386945","-81.16469006","NA","NA","NA","NA","Hendry, Florida, US"
"12051","Hendry","Florida","US","2020-01-29","26.55386945","-81.16469006","NA","NA","NA","NA","Hendry, Florida, US"
"12051","Hendry","Florida","US","2020-01-30","26.55386945","-81.16469006","NA","NA","NA","NA","Hendry, Florida, US"
"12051","Hendry","Florida","US","2020-01-31","26.55386945","-81.16469006","NA","NA","NA","NA","Hendry, Florida, US"
"12051","Hendry","Florida","US","2020-02-01","26.55386945","-81.16469006","NA","NA","NA","NA","Hendry, Florida, US"
"12051","Hendry","Florida","US","2020-02-02","26.55386945","-81.16469006","NA","NA","NA","NA","Hendry, Florida, US"
"12051","Hendry","Florida","US","2020-02-03","26.55386945","-81.16469006","NA","NA","NA","NA","Hendry, Florida, US"
"12051","Hendry","Florida","US","2020-02-04","26.55386945","-81.16469006","NA","NA","NA","NA","Hendry, Florida, US"
"12051","Hendry","Florida","US","2020-02-05","26.55386945","-81.16469006","NA","NA","NA","NA","Hendry, Florida, US"
"12051","Hendry","Florida","US","2020-02-06","26.55386945","-81.16469006","NA","NA","NA","NA","Hendry, Florida, US"
"12051","Hendry","Florida","US","2020-02-07","26.55386945","-81.16469006","NA","NA","NA","NA","Hendry, Florida, US"
