"FIPS","County","State","Date","Confirmed","Deaths","Recovered","Active"
"12021","Collier","Florida","2020-01-22","0","0","0","0"
"12021","Collier","Florida","2020-01-23","0","0","0","0"
"12021","Collier","Florida","2020-01-24","0","0","0","0"
"12021","Collier","Florida","2020-01-25","0","0","0","0"
"12021","Collier","Florida","2020-01-26","0","0","0","0"
"12021","Collier","Florida","2020-01-27","0","0","0","0"
"12021","Collier","Florida","2020-01-28","0","0","0","0"
"12021","Collier","Florida","2020-01-29","0","0","0","0"
"12021","Collier","Florida","2020-01-30","0","0","0","0"
"12021","Collier","Florida","2020-01-31","0","0","0","0"
"12021","Collier","Florida","2020-02-01","0","0","0","0"
"12021","Collier","Florida","2020-02-02","0","0","0","0"
"12021","Collier","Florida","2020-02-03","0","0","0","0"
"12021","Collier","Florida","2020-02-04","0","0","0","0"
"12021","Collier","Florida","2020-02-05","0","0","0","0"
"12021","Collier","Florida","2020-02-06","0","0","0","0"
"12021","Collier","Florida","2020-02-07","0","0","0","0"
"12021","Collier","Florida","2020-02-08","0","0","0","0"
"12021","Collier","Florida","2020-02-09","0","0","0","0"
"12021","Collier","Florida","2020-02-10","0","0","0","0"
"12021","Collier","Florida","2020-02-11","0","0","0","0"
"12021","Collier","Florida","2020-02-12","0","0","0","0"
"12021","Collier","Florida","2020-02-13","0","0","0","0"
"12021","Collier","Florida","2020-02-14","0","0","0","0"
"12021","Collier","Florida","2020-02-15","0","0","0","0"
"12021","Collier","Florida","2020-02-16","0","0","0","0"
"12021","Collier","Florida","2020-02-17","0","0","0","0"
"12021","Collier","Florida","2020-02-18","0","0","0","0"
"12021","Collier","Florida","2020-02-19","0","0","0","0"
"12021","Collier","Florida","2020-02-20","0","0","0","0"
"12021","Collier","Florida","2020-02-21","0","0","0","0"
"12021","Collier","Florida","2020-02-22","0","0","0","0"
"12021","Collier","Florida","2020-02-23","0","0","0","0"
"12021","Collier","Florida","2020-02-24","0","0","0","0"
"12021","Collier","Florida","2020-02-25","0","0","0","0"
"12021","Collier","Florida","2020-02-26","0","0","0","0"
"12021","Collier","Florida","2020-02-27","0","0","0","0"
"12021","Collier","Florida","2020-02-28","0","0","0","0"
"12021","Collier","Florida","2020-02-29","0","0","0","0"
"12021","Collier","Florida","2020-03-01","0","0","0","0"
"12021","Collier","Florida","2020-03-02","0","0","0","0"
"12021","Collier","Florida","2020-03-03","0","0","0","0"
"12021","Collier","Florida","2020-03-04","0","0","0","0"
"12021","Collier","Florida","2020-03-05","0","0","0","0"
"12021","Collier","Florida","2020-03-06","0","0","0","0"
"12021","Collier","Florida","2020-03-07","0","0","0","0"
"12021","Collier","Florida","2020-03-08","0","0","0","0"
"12021","Collier","Florida","2020-03-09","0","0","0","0"
"12021","Collier","Florida","2020-03-10","3","0","0","0"
"12021","Collier","Florida","2020-03-11","3","0","0","0"
"12021","Collier","Florida","2020-03-12","3","0","0","0"
"12021","Collier","Florida","2020-03-13","3","0","0","0"
"12021","Collier","Florida","2020-03-14","5","0","0","0"
"12021","Collier","Florida","2020-03-15","5","0","0","0"
"12021","Collier","Florida","2020-03-16","6","0","0","0"
"12021","Collier","Florida","2020-03-17","7","0","0","0"
"12021","Collier","Florida","2020-03-18","13","0","0","0"
"12021","Collier","Florida","2020-03-19","18","0","0","0"
"12021","Collier","Florida","2020-03-20","27","0","0","0"
"12021","Collier","Florida","2020-03-21","28","0","0","0"
"12021","Collier","Florida","2020-03-22","33","0","0","0"
"12021","Collier","Florida","2020-03-23","39","0","0","0"
"12021","Collier","Florida","2020-03-24","41","0","0","0"
"12021","Collier","Florida","2020-03-25","57","0","0","0"
"12021","Collier","Florida","2020-03-26","67","0","0","0"
"12021","Collier","Florida","2020-03-27","85","0","0","0"
"12021","Collier","Florida","2020-03-28","95","0","0","0"
"12021","Collier","Florida","2020-03-29","111","1","0","0"
"12021","Collier","Florida","2020-03-30","127","1","0","0"
"12021","Collier","Florida","2020-03-31","146","1","0","0"
"12021","Collier","Florida","2020-04-01","158","1","0","0"
"12021","Collier","Florida","2020-04-02","178","2","0","0"
"12021","Collier","Florida","2020-04-03","203","2","0","0"
"12021","Collier","Florida","2020-04-04","221","2","0","0"
"12021","Collier","Florida","2020-04-05","231","2","0","0"
"12021","Collier","Florida","2020-04-06","249","3","0","0"
"12021","Collier","Florida","2020-04-07","271","3","0","0"
"12021","Collier","Florida","2020-04-08","282","3","0","0"
"12021","Collier","Florida","2020-04-09","303","3","0","0"
"12021","Collier","Florida","2020-04-10","327","3","0","0"
"12021","Collier","Florida","2020-04-11","352","4","0","0"
"12021","Collier","Florida","2020-04-12","361","4","0","0"
