"FIPS","County","State","Date","Confirmed","Deaths","Recovered","Active"
"12001","Alachua","Florida","2020-01-22","0","0","0","0"
"12001","Alachua","Florida","2020-01-23","0","0","0","0"
"12001","Alachua","Florida","2020-01-24","0","0","0","0"
"12001","Alachua","Florida","2020-01-25","0","0","0","0"
"12001","Alachua","Florida","2020-01-26","0","0","0","0"
"12001","Alachua","Florida","2020-01-27","0","0","0","0"
"12001","Alachua","Florida","2020-01-28","0","0","0","0"
"12001","Alachua","Florida","2020-01-29","0","0","0","0"
"12001","Alachua","Florida","2020-01-30","0","0","0","0"
"12001","Alachua","Florida","2020-01-31","0","0","0","0"
"12001","Alachua","Florida","2020-02-01","0","0","0","0"
"12001","Alachua","Florida","2020-02-02","0","0","0","0"
"12001","Alachua","Florida","2020-02-03","0","0","0","0"
"12001","Alachua","Florida","2020-02-04","0","0","0","0"
"12001","Alachua","Florida","2020-02-05","0","0","0","0"
"12001","Alachua","Florida","2020-02-06","0","0","0","0"
"12001","Alachua","Florida","2020-02-07","0","0","0","0"
"12001","Alachua","Florida","2020-02-08","0","0","0","0"
"12001","Alachua","Florida","2020-02-09","0","0","0","0"
"12001","Alachua","Florida","2020-02-10","0","0","0","0"
"12001","Alachua","Florida","2020-02-11","0","0","0","0"
"12001","Alachua","Florida","2020-02-12","0","0","0","0"
"12001","Alachua","Florida","2020-02-13","0","0","0","0"
"12001","Alachua","Florida","2020-02-14","0","0","0","0"
"12001","Alachua","Florida","2020-02-15","0","0","0","0"
"12001","Alachua","Florida","2020-02-16","0","0","0","0"
"12001","Alachua","Florida","2020-02-17","0","0","0","0"
"12001","Alachua","Florida","2020-02-18","0","0","0","0"
"12001","Alachua","Florida","2020-02-19","0","0","0","0"
"12001","Alachua","Florida","2020-02-20","0","0","0","0"
"12001","Alachua","Florida","2020-02-21","0","0","0","0"
"12001","Alachua","Florida","2020-02-22","0","0","0","0"
"12001","Alachua","Florida","2020-02-23","0","0","0","0"
"12001","Alachua","Florida","2020-02-24","0","0","0","0"
"12001","Alachua","Florida","2020-02-25","0","0","0","0"
"12001","Alachua","Florida","2020-02-26","0","0","0","0"
"12001","Alachua","Florida","2020-02-27","0","0","0","0"
"12001","Alachua","Florida","2020-02-28","0","0","0","0"
"12001","Alachua","Florida","2020-02-29","0","0","0","0"
"12001","Alachua","Florida","2020-03-01","0","0","0","0"
"12001","Alachua","Florida","2020-03-02","0","0","0","0"
"12001","Alachua","Florida","2020-03-03","0","0","0","0"
"12001","Alachua","Florida","2020-03-04","0","0","0","0"
"12001","Alachua","Florida","2020-03-05","0","0","0","0"
"12001","Alachua","Florida","2020-03-06","0","0","0","0"
"12001","Alachua","Florida","2020-03-07","0","0","0","0"
"12001","Alachua","Florida","2020-03-08","0","0","0","0"
"12001","Alachua","Florida","2020-03-09","0","0","0","0"
"12001","Alachua","Florida","2020-03-10","1","0","0","0"
"12001","Alachua","Florida","2020-03-11","1","0","0","0"
"12001","Alachua","Florida","2020-03-12","1","0","0","0"
"12001","Alachua","Florida","2020-03-13","1","0","0","0"
"12001","Alachua","Florida","2020-03-14","1","0","0","0"
"12001","Alachua","Florida","2020-03-15","1","0","0","0"
"12001","Alachua","Florida","2020-03-16","2","0","0","0"
"12001","Alachua","Florida","2020-03-17","6","0","0","0"
"12001","Alachua","Florida","2020-03-18","7","0","0","0"
"12001","Alachua","Florida","2020-03-19","11","0","0","0"
"12001","Alachua","Florida","2020-03-20","21","0","0","0"
"12001","Alachua","Florida","2020-03-21","25","0","0","0"
"12001","Alachua","Florida","2020-03-22","35","0","0","0"
"12001","Alachua","Florida","2020-03-23","36","0","0","0"
"12001","Alachua","Florida","2020-03-24","37","0","0","0"
"12001","Alachua","Florida","2020-03-25","46","0","0","0"
"12001","Alachua","Florida","2020-03-26","53","0","0","0"
"12001","Alachua","Florida","2020-03-27","60","0","0","0"
"12001","Alachua","Florida","2020-03-28","68","0","0","0"
"12001","Alachua","Florida","2020-03-29","72","0","0","0"
"12001","Alachua","Florida","2020-03-30","80","0","0","0"
"12001","Alachua","Florida","2020-03-31","87","0","0","0"
"12001","Alachua","Florida","2020-04-01","92","0","0","0"
"12001","Alachua","Florida","2020-04-02","95","0","0","0"
"12001","Alachua","Florida","2020-04-03","110","0","0","0"
"12001","Alachua","Florida","2020-04-04","115","0","0","0"
"12001","Alachua","Florida","2020-04-05","123","0","0","0"
"12001","Alachua","Florida","2020-04-06","133","0","0","0"
"12001","Alachua","Florida","2020-04-07","139","0","0","0"
"12001","Alachua","Florida","2020-04-08","144","0","0","0"
"12001","Alachua","Florida","2020-04-09","154","0","0","0"
"12001","Alachua","Florida","2020-04-10","167","0","0","0"
"12001","Alachua","Florida","2020-04-11","174","0","0","0"
"12001","Alachua","Florida","2020-04-12","215","0","0","0"
