"FIPS","County","State","Date","Confirmed","Deaths","Recovered","Active"
"12086","Miami-Dade","Florida","2020-01-22","0","0","0","0"
"12086","Miami-Dade","Florida","2020-01-23","0","0","0","0"
"12086","Miami-Dade","Florida","2020-01-24","0","0","0","0"
"12086","Miami-Dade","Florida","2020-01-25","0","0","0","0"
"12086","Miami-Dade","Florida","2020-01-26","0","0","0","0"
"12086","Miami-Dade","Florida","2020-01-27","0","0","0","0"
"12086","Miami-Dade","Florida","2020-01-28","0","0","0","0"
"12086","Miami-Dade","Florida","2020-01-29","0","0","0","0"
"12086","Miami-Dade","Florida","2020-01-30","0","0","0","0"
"12086","Miami-Dade","Florida","2020-01-31","0","0","0","0"
"12086","Miami-Dade","Florida","2020-02-01","0","0","0","0"
"12086","Miami-Dade","Florida","2020-02-02","0","0","0","0"
"12086","Miami-Dade","Florida","2020-02-03","0","0","0","0"
"12086","Miami-Dade","Florida","2020-02-04","0","0","0","0"
"12086","Miami-Dade","Florida","2020-02-05","0","0","0","0"
"12086","Miami-Dade","Florida","2020-02-06","0","0","0","0"
"12086","Miami-Dade","Florida","2020-02-07","0","0","0","0"
"12086","Miami-Dade","Florida","2020-02-08","0","0","0","0"
"12086","Miami-Dade","Florida","2020-02-09","0","0","0","0"
"12086","Miami-Dade","Florida","2020-02-10","0","0","0","0"
"12086","Miami-Dade","Florida","2020-02-11","0","0","0","0"
"12086","Miami-Dade","Florida","2020-02-12","0","0","0","0"
"12086","Miami-Dade","Florida","2020-02-13","0","0","0","0"
"12086","Miami-Dade","Florida","2020-02-14","0","0","0","0"
"12086","Miami-Dade","Florida","2020-02-15","0","0","0","0"
"12086","Miami-Dade","Florida","2020-02-16","0","0","0","0"
"12086","Miami-Dade","Florida","2020-02-17","0","0","0","0"
"12086","Miami-Dade","Florida","2020-02-18","0","0","0","0"
"12086","Miami-Dade","Florida","2020-02-19","0","0","0","0"
"12086","Miami-Dade","Florida","2020-02-20","0","0","0","0"
"12086","Miami-Dade","Florida","2020-02-21","0","0","0","0"
"12086","Miami-Dade","Florida","2020-02-22","0","0","0","0"
"12086","Miami-Dade","Florida","2020-02-23","0","0","0","0"
"12086","Miami-Dade","Florida","2020-02-24","0","0","0","0"
"12086","Miami-Dade","Florida","2020-02-25","0","0","0","0"
"12086","Miami-Dade","Florida","2020-02-26","0","0","0","0"
"12086","Miami-Dade","Florida","2020-02-27","0","0","0","0"
"12086","Miami-Dade","Florida","2020-02-28","0","0","0","0"
"12086","Miami-Dade","Florida","2020-02-29","0","0","0","0"
"12086","Miami-Dade","Florida","2020-03-01","0","0","0","0"
"12086","Miami-Dade","Florida","2020-03-02","0","0","0","0"
"12086","Miami-Dade","Florida","2020-03-03","0","0","0","0"
"12086","Miami-Dade","Florida","2020-03-04","0","0","0","0"
"12086","Miami-Dade","Florida","2020-03-05","0","0","0","0"
"12086","Miami-Dade","Florida","2020-03-06","0","0","0","0"
"12086","Miami-Dade","Florida","2020-03-07","0","0","0","0"
"12086","Miami-Dade","Florida","2020-03-08","0","0","0","0"
"12086","Miami-Dade","Florida","2020-03-09","0","0","0","0"
"12086","Miami-Dade","Florida","2020-03-10","0","0","0","0"
"12086","Miami-Dade","Florida","2020-03-11","0","0","0","0"
"12086","Miami-Dade","Florida","2020-03-12","2","0","0","0"
"12086","Miami-Dade","Florida","2020-03-13","8","0","0","0"
"12086","Miami-Dade","Florida","2020-03-14","13","0","0","0"
"12086","Miami-Dade","Florida","2020-03-15","13","0","0","0"
"12086","Miami-Dade","Florida","2020-03-16","23","0","0","0"
"12086","Miami-Dade","Florida","2020-03-17","43","0","0","0"
"12086","Miami-Dade","Florida","2020-03-18","77","0","0","0"
"12086","Miami-Dade","Florida","2020-03-19","101","0","0","0"
"12086","Miami-Dade","Florida","2020-03-20","142","0","0","0"
"12086","Miami-Dade","Florida","2020-03-21","169","0","0","0"
"12086","Miami-Dade","Florida","2020-03-22","227","0","0","0"
"12086","Miami-Dade","Florida","2020-03-23","278","0","0","0"
"12086","Miami-Dade","Florida","2020-03-24","338","0","0","0"
"12086","Miami-Dade","Florida","2020-03-25","491","0","0","0"
"12086","Miami-Dade","Florida","2020-03-26","654","0","0","0"
"12086","Miami-Dade","Florida","2020-03-27","869","2","0","0"
"12086","Miami-Dade","Florida","2020-03-28","1121","3","0","0"
"12086","Miami-Dade","Florida","2020-03-29","1472","3","0","0"
"12086","Miami-Dade","Florida","2020-03-30","1701","4","0","0"
"12086","Miami-Dade","Florida","2020-03-31","2123","7","0","0"
"12086","Miami-Dade","Florida","2020-04-01","2202","7","0","0"
"12086","Miami-Dade","Florida","2020-04-02","2886","20","0","0"
"12086","Miami-Dade","Florida","2020-04-03","3364","25","0","0"
"12086","Miami-Dade","Florida","2020-04-04","3890","31","0","0"
"12086","Miami-Dade","Florida","2020-04-05","4146","31","0","0"
"12086","Miami-Dade","Florida","2020-04-06","4671","41","0","0"
"12086","Miami-Dade","Florida","2020-04-07","5126","47","0","0"
"12086","Miami-Dade","Florida","2020-04-08","5461","50","0","0"
"12086","Miami-Dade","Florida","2020-04-09","5898","66","0","0"
"12086","Miami-Dade","Florida","2020-04-10","6300","84","0","0"
"12086","Miami-Dade","Florida","2020-04-11","6758","93","0","0"
"12086","Miami-Dade","Florida","2020-04-12","7058","97","0","0"
