"FIPS","County","State","Date","Confirmed","Deaths","Recovered","Active"
"12011","Broward","Florida","2020-01-22","0","0","0","0"
"12011","Broward","Florida","2020-01-23","0","0","0","0"
"12011","Broward","Florida","2020-01-24","0","0","0","0"
"12011","Broward","Florida","2020-01-25","0","0","0","0"
"12011","Broward","Florida","2020-01-26","0","0","0","0"
"12011","Broward","Florida","2020-01-27","0","0","0","0"
"12011","Broward","Florida","2020-01-28","0","0","0","0"
"12011","Broward","Florida","2020-01-29","0","0","0","0"
"12011","Broward","Florida","2020-01-30","0","0","0","0"
"12011","Broward","Florida","2020-01-31","0","0","0","0"
"12011","Broward","Florida","2020-02-01","0","0","0","0"
"12011","Broward","Florida","2020-02-02","0","0","0","0"
"12011","Broward","Florida","2020-02-03","0","0","0","0"
"12011","Broward","Florida","2020-02-04","0","0","0","0"
"12011","Broward","Florida","2020-02-05","0","0","0","0"
"12011","Broward","Florida","2020-02-06","0","0","0","0"
"12011","Broward","Florida","2020-02-07","0","0","0","0"
"12011","Broward","Florida","2020-02-08","0","0","0","0"
"12011","Broward","Florida","2020-02-09","0","0","0","0"
"12011","Broward","Florida","2020-02-10","0","0","0","0"
"12011","Broward","Florida","2020-02-11","0","0","0","0"
"12011","Broward","Florida","2020-02-12","0","0","0","0"
"12011","Broward","Florida","2020-02-13","0","0","0","0"
"12011","Broward","Florida","2020-02-14","0","0","0","0"
"12011","Broward","Florida","2020-02-15","0","0","0","0"
"12011","Broward","Florida","2020-02-16","0","0","0","0"
"12011","Broward","Florida","2020-02-17","0","0","0","0"
"12011","Broward","Florida","2020-02-18","0","0","0","0"
"12011","Broward","Florida","2020-02-19","0","0","0","0"
"12011","Broward","Florida","2020-02-20","0","0","0","0"
"12011","Broward","Florida","2020-02-21","0","0","0","0"
"12011","Broward","Florida","2020-02-22","0","0","0","0"
"12011","Broward","Florida","2020-02-23","0","0","0","0"
"12011","Broward","Florida","2020-02-24","0","0","0","0"
"12011","Broward","Florida","2020-02-25","0","0","0","0"
"12011","Broward","Florida","2020-02-26","0","0","0","0"
"12011","Broward","Florida","2020-02-27","0","0","0","0"
"12011","Broward","Florida","2020-02-28","0","0","0","0"
"12011","Broward","Florida","2020-02-29","0","0","0","0"
"12011","Broward","Florida","2020-03-01","0","0","0","0"
"12011","Broward","Florida","2020-03-02","0","0","0","0"
"12011","Broward","Florida","2020-03-03","0","0","0","0"
"12011","Broward","Florida","2020-03-04","0","0","0","0"
"12011","Broward","Florida","2020-03-05","0","0","0","0"
"12011","Broward","Florida","2020-03-06","0","0","0","0"
"12011","Broward","Florida","2020-03-07","2","0","0","0"
"12011","Broward","Florida","2020-03-08","2","0","0","0"
"12011","Broward","Florida","2020-03-09","4","0","0","0"
"12011","Broward","Florida","2020-03-10","4","0","0","0"
"12011","Broward","Florida","2020-03-11","7","0","0","0"
"12011","Broward","Florida","2020-03-12","11","0","0","0"
"12011","Broward","Florida","2020-03-13","20","0","0","0"
"12011","Broward","Florida","2020-03-14","36","0","0","0"
"12011","Broward","Florida","2020-03-15","36","0","0","0"
"12011","Broward","Florida","2020-03-16","39","1","0","0"
"12011","Broward","Florida","2020-03-17","55","1","0","0"
"12011","Broward","Florida","2020-03-18","80","1","0","0"
"12011","Broward","Florida","2020-03-19","96","1","0","0"
"12011","Broward","Florida","2020-03-20","151","1","0","0"
"12011","Broward","Florida","2020-03-21","164","1","0","0"
"12011","Broward","Florida","2020-03-22","217","3","0","0"
"12011","Broward","Florida","2020-03-23","263","3","0","0"
"12011","Broward","Florida","2020-03-24","311","3","0","0"
"12011","Broward","Florida","2020-03-25","412","3","0","0"
"12011","Broward","Florida","2020-03-26","505","3","0","0"
"12011","Broward","Florida","2020-03-27","631","10","0","0"
"12011","Broward","Florida","2020-03-28","820","11","0","0"
"12011","Broward","Florida","2020-03-29","1012","11","0","0"
"12011","Broward","Florida","2020-03-30","1137","12","0","0"
"12011","Broward","Florida","2020-03-31","1219","12","0","0"
"12011","Broward","Florida","2020-04-01","1348","13","0","0"
"12011","Broward","Florida","2020-04-02","1481","17","0","0"
"12011","Broward","Florida","2020-04-03","1598","22","0","0"
"12011","Broward","Florida","2020-04-04","1765","32","0","0"
"12011","Broward","Florida","2020-04-05","1886","40","0","0"
"12011","Broward","Florida","2020-04-06","2075","47","0","0"
"12011","Broward","Florida","2020-04-07","2230","54","0","0"
"12011","Broward","Florida","2020-04-08","2365","60","0","0"
"12011","Broward","Florida","2020-04-09","2480","67","0","0"
"12011","Broward","Florida","2020-04-10","2679","72","0","0"
"12011","Broward","Florida","2020-04-11","2844","76","0","0"
"12011","Broward","Florida","2020-04-12","2945","76","0","0"
